0,1,2,3,4,5
1,0.0,19.786224,20.168146,21.013474,16.45251
2,19.786224,0.0,25.266855,19.27202,19.116135
3,20.168146,25.266855,0.0,24.544348,19.41947
4,21.013474,19.27202,24.544348,0.0,17.657085
5,16.45251,19.116135,19.41947,17.657085,0.0
