0,1,2,3,4,5
1,0.0,132.92543859649123,133.0921052631579,134.49561403508773,132.28947368421052
2,125.56115107913669,0.0,131.3884892086331,130.5251798561151,130.07194244604315
3,129.59217877094972,132.39664804469274,0.0,131.08938547486034,133.6927374301676
4,128.28947368421052,131.125,128.81578947368422,0.0,137.2828947368421
5,124.2,132.52307692307693,134.22307692307692,137.2846153846154,0.0
