0,1,2,3,4,5
1,0.0,117.86915887850468,115.42990654205607,115.01869158878505,119.3644859813084
2,129.51552795031057,0.0,125.65217391304348,120.03726708074534,131.3664596273292
3,124.65517241379311,121.78620689655172,0.0,122.15862068965517,124.96551724137932
4,123.38922155688623,118.20958083832335,124.17964071856288,0.0,123.53892215568862
5,118.33043478260869,121.6,114.65217391304348,116.05217391304348,0.0
